Name,ProductGroup,SKU,Barcode,MeasurementUnit,Cost,Markup,Price,Tax,IsTaxInclusivePrice,IsPriceChangeAllowed,IsUsingDefaultQuantity,IsService,IsEnabled,Description,Quantity,Supplier,ReorderPoint,PreferredQuantity,LowStockWarning,WarningQuantity
Cuchillo Plastico cristal x25 un,Descartables,240,,Unidad,0,0,2800.0,,0,0,0,0,1,,0,,,,,
Cuchara plastico plateada x 20 un,Descartables,241,,Unidad,0,0,1200.0,,0,0,0,0,1,,0,,,,,
Servilleta de papel ELEGANTE 30x30cm x 20un,Descartables,242,,Unidad,0,0,800.0,,0,0,0,0,1,,0,,,,,
Servilleta Tissue Rojo 24x24cm x25 un,Descartables,243,,Unidad,0,0,3500.0,,0,0,0,0,1,,2,,,,,
Servilleta Tissue Verde 24x24cm x25un,Descartables,244,,Unidad,0,0,3500.0,,0,0,0,0,1,,2,,,,,
Bandeja Pet Bisagra 142,Descartables,245,,Unidad,0,0,350.0,,0,0,0,0,1,,0,,,,,
Bandeja rectangular plata N1 14x19cm,Descartables,246,,Unidad,0,0,600.0,,0,0,0,0,1,,0,,,,,
Bandeja plastica 105 x 5un,Descartables,247,,Unidad,0,0,1300.0,,0,0,0,0,1,,20,,,,,
Papel HIGIENOL 4x30mts,Baño,248,,Unidad,0,0,1800.0,,0,0,0,0,0,,0,,,,,
Paño microfibra 30x30cm,Auto,249,7792993337128,Unidad,0,0,1700.0,,0,0,1,0,0,,-1,,,,,
Limpia techo bochita,Hogar,250,7798143244117,Unidad,0,0,3300.0,,0,0,0,0,1,,0,,,,,
Perfumina MASPLUS,Hogar,251,,Unidad,0,0,2500.0,,0,0,0,0,0,,0,,,,,
Veneno Cipermetrina,Hogar,252,2509041921483,Litro,0,0,1000.0,,0,0,0,0,0,,13,,,,,
Balde 10Lts MAKE Negro,Hogar,253,7798092969345,Unidad,0,0,3200.0,,0,0,0,0,1,,0,,,,,
Balde 13Lts con escurridor,Hogar,254,7793071001887,Unidad,0,0,7100.0,,0,0,1,0,1,,1,,,,,
Rejilla MAKE Auto 50x55,Auto,255,7798092964005,Unidad,0,0,3500.0,,0,0,1,0,1,,1,,,,,
Escoba Americana ERPEN (chica) c/cabo,Escobas,256,7795513058893,Unidad,1600,100,3200.0,,0,0,1,0,1,,5,,,,,
Escoba Recta ERPEN c/cabo,Escobas,257,,Unidad,0,0,3200.0,,0,0,0,0,0,,0,,,,,
Repasador estampado,Cocina,258,,Unidad,0,0,1000.0,,0,0,0,0,1,,5,,,,,
Repasador x2,Cocina,259,,Unidad,0,0,2500.0,,0,0,0,0,1,,0,,,,,
Saphirus Aceite,Hogar,260,7798184681858,Unidad,0,0,2900.0,,0,0,0,0,1,,1,,,,,
Saphirus Aerosol Aromatizante,Hogar,261,7798184680684|7798184680387|7798184680646|7798184680226|7798184680622,Unidad,0,0,5500.0,,0,0,1,0,1,,2,,,,,
Sahumerio x 20 un,Hogar,262,,Unidad,0,0,1300.0,,0,0,0,0,0,,0,,,,,
Aceite Ambar,Hogar,263,77983626|77983527|77983695|77983503|77983619|77983657|77983565|77983534,Unidad,0,0,2100.0,,0,0,1,0,1,,5,,,,,
Detergente Magistral Limón,Cocina,264,,Litro,0,0,1200.0,,0,0,0,0,0,,24,,,,,
Apresto Plancha Fácil,Hogar,265,2509041919329,Litro,0,0,1000.0,,0,0,0,0,1,,10,,,,,
Echo en balde,Hogar,266,2509041920202,Litro,0,0,1500.0,,0,0,0,0,1,,36,,,,,
Alguicida,Pileta,267,2509041922046,Litro,0,0,5000.0,,0,0,0,0,1,,17,,,,,
Cepillo para piso duro,Hogar,268,7795513058954,Unidad,0,0,3900.0,,0,0,1,0,1,,1,,,,,
Rejillla Americana 42x38cm,Hogar,269,,Unidad,0,0,600.0,,0,0,0,0,1,,0,,,,,
Desodorante ambiente POET,Hogar,270,7793253004262,Unidad,0,0,2800.0,,0,0,0,0,1,,0,,,,,
Quita bichos (autos),Auto,271,2509041918070,Litros,0,0,2000.0,,0,0,0,0,1,,0,,,,,
Limpia tapizado,Auto,272,2509041918032,Litro,0,0,1800.0,,0,0,0,0,1,,-1,,,,,
Limpia llantas,Auto,273,2509041918001,Litro,0,0,2000.0,,0,0,0,0,1,,9,,,,,
Jeringa Cucarachicida 6gr,Hogar,274,7798101550045,Unidad,0,0,4000.0,,0,0,1,0,1,,-1,,,,,
Estacion de Cebado (cucarachicida),,275,7798101550366,Unidad,0,0,3400.0,,0,0,0,0,0,,0,,,,,
Jeringa Hormiguicida 6gr,Hogar,276,7798101550052,Unidad,0,0,4000.0,,0,0,1,0,1,,4,,,,,
Raticida x10,Hogar,277,,Unidad,0,0,4500.0,,0,0,0,0,1,,0,,,,,
Filtro Resumidero GELTEK 12x12,Hogar,278,,Unidad,0,0,2000.0,,0,0,0,0,1,,-1,,,,,
Filtro Resumidero GELTEK 15x15,Hogar,279,,Unidad,0,0,2500.0,,0,0,0,0,1,,1,,,,,
Veneno cucaracha Chino,Venenos,280,6948926230375,Unidad,0,0,500.0,,0,0,0,0,1,,24,,,,,
Mopa 30cm,Hogar,281,,Unidad,0,0,11200.0,,0,0,0,0,1,,0,,,,,
Mopa 40cm,Hogar,282,,Unidad,0,0,14300.0,,0,0,0,0,1,,0,,,,,
Mopa 60cm,Hogar,283,,Unidad,0,0,17700.0,,0,0,0,0,1,,0,,,,,
Mopa 80cm,Hogar,284,,Unidad,0,0,21500.0,,0,0,0,0,1,,1,,,,,
Mopa 100cm,Hogar,285,,Unidad,0,0,25000.0,,0,0,0,0,1,,1,,,,,
Toalla intercalada LUXE Beige cod. 2081,Profesional,,,Unidad,0,0,7500.0,,0,0,0,0,1,,0,,,,,
Toalla intercadala LUXE  Blanca cod. 2112,Profesional,,,Unidad,0,0,10500.0,,0,0,0,0,0,,1,,,,,
Toalla intercadada SAUCO Beige cod. 1101,Profesional,,,Unidad,0,0,10000.0,,0,0,0,0,1,,-1,,,,,
Papel Higienico ELEGANTE 4x80mts,Hogar,,7793344904228,Unidad,0,0,4200.0,,0,0,1,0,1,,2,,,,,
Papel Higienico SAUCO 8x300mts cod.304,Profesional,,,Unidad,0,0,14500.0,,0,0,0,0,1,,0,,,,,
Papel Higienico Blanco 8x300 mts cod. 306,Profesional,,,Unidad,0,0,10500.0,,0,0,0,0,1,,-1,,,,,
Papel Higienico Blanco 8x300 mts cod. 300,Profesional,,,Unidad,0,0,8000.0,,0,0,0,0,1,,0,,,,,
Caucho base gel Auto,Auto,286,2509041917530,Litro,0,0,5000.0,,0,0,0,0,1,,2.5,,,,,
Silicona Gel Perfumada Auto,Auto,287,2509041918155,Litro,0,0,5000.0,,0,0,0,0,1,,4,,,,,
Detergente CIF 300 ml,Cocina,,7791290794108,Unidad,0,0,1800.0,,0,0,1,0,1,,6,,,,,
Detergente CIF 500 ml,Cocina,,7791290794061,Unidad,0,0,3000.0,,0,0,1,0,1,,6,,,,,
Detergente CIF Repuesto 450 ml,Cocina,,7791290794092,Unidad,0,0,3000.0,,0,0,1,0,1,,4,,,,,
CIF Baño Expert Repuesto 450 ml,Baño,,7791290795600,Unidad,0,0,1600.0,,0,0,1,0,1,,6,,,,,
CIF Baño Expert Gatillo 500 ml,Baño,,7791290795594,Unidad,0,0,2900.0,,0,0,1,0,1,,10,,,,,
Jabon liquido ALA Camellito Ropa Fina 450 ml,Ropa,,7791290795280,Unidad,0,0,2200.0,,0,0,1,0,1,,3,,,,,
Suavizante VIVERE 3 lts,Ropa,,7791290793743,Unidad,0,0,7800.0,,0,0,0,0,1,,6,,,,,
Suavizante COMFORT 3 lts,Ropa,,7791290793675,Unidad,0,0,10200.0,,0,0,0,0,1,,4,,,,,
Suavizante VIVERE 3 lts Botellon,Ropa,,7791290793866,Unidad,0,0,9200.0,,0,0,0,0,1,,3,,,,,
Suavizante VIVERE 900 ml,Ropa,,7791290793729,Unidad,0,0,2300.0,,0,0,0,0,1,,5,,,,,
Detergente ALA concentrado 500 ml,Cocina,,7791290794320|7791290794283,Unidad,0,0,1900.0,,0,0,0,0,1,,5,,,,,
Jabon liquido SKIP 800 ml,Ropa,,7791290792814,Unidad,0,0,2700.0,,0,0,1,0,1,,0,,,,,
Jabon liquido ALA 800 ml,Ropa,,7791290794634,Unidad,0,0,1900.0,,0,0,1,0,1,,3,,,,,
Jabon liquido GRANBY 800 ml,Ropa,,7791290795143,Unidad,0,0,1400.0,,0,0,1,0,1,,2,,,,,
Destapacañeria PLOMERO LIQUIDO 1Lt,Hogar,288,7790132009158,Unidad,0,0,6000.0,,0,0,1,0,1,,1,,,,,
Limpia inodoros HARPIC 500 ml,Baño,,7791130681414,Unidad,0,0,4700.0,,0,0,0,0,1,,-2,,,,,
Quitamancha VANISH Pre lavado 400 ml,Ropa,,7791130001748,Unidad,0,0,2300.0,,0,0,0,0,1,,11,,,,,
Detergente MAGISTRAL 500 ml,Cocina,,7790990003039,Unidad,0,0,3500.0,,0,0,0,0,1,,2,,,,,
Detergente MAGISTRAL 300 ml,Cocina,,7790990003022,Unidad,0,0,2300.0,,0,0,0,0,1,,0,,,,,
Canasta inodoro repuesto,Baño,,,Unidad,0,0,1400.0,,0,0,0,0,0,,0,,,,,
Bloque adherente inodoro PATO,Baño,,,Unidad,0,0,2200.0,,0,0,0,0,0,,0,,,,,
Limpiador polvo ODEX 400 g,Hogar,,7791905004486,Unidad,0,0,4000.0,,0,0,1,0,1,,10,,,,,
Jabon liquido SKIP 500 ml (para diluir),Ropa,,7791290792838,Unidad,0,0,6800.0,,0,0,1,0,1,,3,,,,,
Alcohol FRAU 96% 4.5 Lts,Hogar,289,,Unidad,0,0,11400.0,,0,0,0,0,1,,2.2,,,,,
Jabon Pan GIGANTE 150 gr,Hogar,290,,Unidad,0,0,800.0,,0,0,0,0,0,,0,,,,,
Toalla intercadala LUXE Blanca cod. 2112,Profesional,,,Unidad,0,0,10500.0,,0,0,0,0,1,,2,,,,,
Balde Mopa trapeador 360°,Hogar,,7798024458251,Unidad,0,0,32000.0,,0,0,0,0,1,,3,,,,,
Dispenser detergente 600cc,Hogar,,,Unidad,0,0,4800.0,,0,0,0,0,1,,5,,,,,
Pastilla inodoro para mochila  MR GOLD 50gr,Baño,,,Unidad,0,0,2800.0,,0,0,0,0,0,,0,,,,,
Pulverizador 250 ml,Hogar,,,Unidad,0,0,2100.0,,0,0,0,0,1,,14,,,,,
Pulverizador 500 ml,Hogar,,,Unidad,0,0,2400.0,,0,0,0,0,1,,6,,,,,
Envase con valvula 250 ml,Hogar,,,Unidad,0,0,2300.0,,0,0,0,0,1,,18,,,,,
Envase con valvula 500 ml,Hogar,,,Unidad,0,0,2600.0,,0,0,0,0,1,,7,,,,,
Botellon vidrio 1900 cc,Hogar,,,Unidad,0,0,7000.0,,0,0,0,0,1,,3,,,,,
Rollo cocina SUSSEX 200 paños,Cocina,,,Unidad,0,0,2200.0,,0,0,0,0,0,,0,,,,,
Repelente para mosquitos AKTIOL 143ml/90g,Hogar,,7791905024927,Unidad,0,0,4200.0,,0,0,0,0,1,,10,,,,,
Rollo de cocina ELEGANTE 3x60 ,Cocina,,7793344904853,Unidad,0,0,2400.0,,0,0,1,0,0,,1,,,,,
BAYGON aerosol Mata Cucaracha y araña,Hogar,,7790520999436,Unidad,0,0,4100.0,,0,0,0,0,1,,1,,,,,
Rollo cocina ELEGANTE x 360 paños,Cocina,,7793344009237,Unidad,0,0,4000.0,,0,0,1,0,1,,3,,,,,
Papel higienico ELITE Doble Hoja 4x50mts,Hogar,,7790250026075,Unidad,0,0,3500.0,,0,0,0,0,0,,0,,,,,
Jabón líquido ALA 500ml Para diluir,Ropa,291,7791290795495,Unidad,0,0,5500.0,,0,0,1,0,1,,3,,,,,
Lysoform desinfectante 360cc,Hogar,292,7790520995315|7790520995322|7790520995292,Unidad,0,0,3200.0,,0,0,0,0,1,,6,,,,,
Pastilla inodoro GLADE Lavanda,Hogar,293,,Unidad,0,0,1400.0,,0,0,0,0,0,,0,,,,,
Papel higiénico CARREFOUR 18x30mts,Baño,294,,Unidad,0,0,9000.0,,0,0,0,0,0,,0,,,,,
Escoba de paja,Escobas,295,,Unidad,0,0,4500.0,,0,0,0,0,1,,0,,,,,
Lustramueble CERAMICOL 360 cm3,Hogar,296,,Unidad,0,0,3500.0,,0,0,0,0,0,,0,,,,,
Lustramueble CIF Ultra Brillo repuesto 380 ml,Hogar,297,7791290792777,Unidad,0,0,3100.0,,0,0,1,0,1,,2,,,,,
Cepillo lava espalda,Baño,298,7798092962926,Unidad,0,0,3500.0,,0,0,0,0,1,,0,,,,,
Jabon pan ZORRO,Hogar,299,,Unidad,0,0,1100.0,,0,0,0,0,0,,0,,,,,
Mate imperial liso,Hogar,,,Unidad,0,0,20700.0,,0,0,0,0,1,,2,,,,,
Mate imperial Acero termico,Hogar,,,Unidad,0,0,19300.0,,0,0,0,0,1,,-1,,,,,
Mate imperial Calabaza,Hogar,,,Unidad,0,0,16500.0,,0,0,0,0,1,,0,,,,,
Mate Camionero algarrobo,Hogar,,,Unidad,0,0,17900.0,,0,0,0,0,1,,2,,,,,
Canasta cuerina para mate,Hogar,,,Unidad,0,0,8500.0,,0,0,0,0,1,,0,,,,,
Porta mate cuerina,Hogar,,,Unidad,0,0,5500.0,,0,0,0,0,1,,2,,,,,
Yerbero y azucarero,Hogar,,,Unidad,0,0,7000.0,,0,0,0,0,1,,3,,,,,
Tabla grande con pala,Hogar,,,Unidad,0,0,13500.0,,0,0,0,0,1,,1,,,,,
Tabla chica con pala,Hogar,,,Unidad,0,0,10000.0,,0,0,0,0,1,,0,,,,,
Luz mate,Hogar,,,Unidad,0,0,6500.0,,0,0,0,0,1,,1,,,,,
Termo media manija,Hogar,,7892022520078,Unidad,0,0,16000.0,,0,0,0,0,1,,1,,,,,
Shampoo Pulguicida,Hogar,300,2509041921292,,0,0,1500.0,,0,0,0,0,1,,3.5,,,,,
Papel Higienico ELEGANTE 6x30mts,Baño,301,7793344904990,Unidad,0,0,2900.0,,0,0,1,0,1,,4,,,,,
Papel Higienico HIGIENOL 4x80 mts,Baño,302,,Unidad,0,0,3900.0,,0,0,0,0,0,,0,,,,,
Rollo cocina ELEGANTE 3x50 paños,Cocina,303,7793344904013,Unidad,0,0,1900.0,,0,0,1,0,1,,0,,,,,
Cesto basura con pedal ,Hogar,304,7791231110004,Unidad,0,0,12900.0,,0,0,0,0,1,,1,,,,,
Papel higiénico ARO 18x30mts S/H,Baño,305,7796613020827,Unidad,0,0,8800.0,,0,0,1,0,1,,3,,,,,
Papel higiénico ARO 12x30mts D/H,Baño,306,7796613310638,Unidad,0,0,9400.0,,0,0,1,0,1,,0,,,,,
Jabon pan ARGENTINO 150gr,Hogar,307,7794218106854,Unidad,0,0,800.0,,0,0,0,0,1,,1,,,,,
Jabon Pan SEISEME 300gr,Hogar,308,7796311000022,Unidad,0,0,2000.0,,0,0,0,0,1,,0,,,,,
Pañuelos descartables ELEGANTE ,Hogar,309,7793344019823,Unidad,0,0,1500.0,,0,0,1,0,1,,1,,,,,
Yerba CHAMIGO 1 kg,Hogar,310,7790070509017,Unidad,0,0,2800.0,,0,0,0,0,1,,4,,,,,
Escoba Cuyen MAPUCHE c/cabo,Hogar,311,7798143243035,Unidad,0,0,3400.0,,0,0,1,0,1,,3,,,,,
Mopa micro fibra MAKE,Hogar,312,7798092968881,Unidad,0,0,4200.0,,0,0,0,0,1,,3,,,,,
Mopa algodon NUVIA ,Hogar,313,7798413490015,Unidad,0,0,2500.0,,0,0,0,0,1,,0,,,,,
Cabo metalico 120 cm,Hogar,314,7798143245039,Unidad,0,0,1500.0,,0,0,0,0,1,,2,,,,,
Servilleta Alumax 18x18 cm,Profesional,315,9992018106618,Caja,0,0,6500.0,,0,0,0,0,1,,10,,,,,
Acido Citrico 100gr,Virales,316,2508121159532,100 gr,0,0,1200.0,,0,0,0,0,1,,393,,,,,
Percarbonato de Sodio 100gr,Virales,317,2508121141582,100 gr,0,0,1300.0,,0,0,0,0,1,,243,,,,,
Papel Higienico M&K 4x80 mts ,Baño,318,7796613025655,Unidad,0,0,3600.0,,0,0,0,0,0,,0,,,,,
Jabon Liquido Tipo Ariel ,Hogar,319,2509022016580,Litro ,0,0,1000.0,,0,0,0,0,1,,25,,,,,
Jabon liquido Tipo Ala ,Hogar,320,2508081729318,Litro ,0,0,1000.0,,0,0,0,0,1,,-0.5,,,,,
Suavizante Tipo Comfort ,Hogar,321,2508081742232,Litro ,0,0,1000.0,,0,0,0,0,1,,310.5,,,,,
Desodorante piso MARINO,Hogar,322,2508081747442,Litro ,0,0,500.0,,0,0,0,0,1,,13,,,,,
Desodorante piso CITRONELLA,Hogar,323,2508081748159,Litro ,0,0,500.0,,0,0,0,0,1,,-57,,,,,
Desodorante piso LYSOFORM,Hogar,324,2508081749125,Litro ,0,0,500.0,,0,0,0,0,1,,-118,,,,,
Desodorante piso PINO,Hogar,325,2508081749507,Litro ,0,0,500.0,,0,0,0,0,1,,34,,,,,
Desodorante piso CHICLE,Hogar,326,2508081750114,Litro ,0,0,500.0,,0,0,0,0,1,,-5,,,,,
Desodorante piso COLONIA,Hogar,327,2508081750305,Litro ,0,0,500.0,,0,0,0,0,1,,30,,,,,
Cabo madera 180 cm,Escobas,328,,Unidad,0,0,3000.0,,0,0,0,0,1,,5,,,,,
Pastillas inodoro HARPIC 20gr,Baño,329,7791130003582,Unidad,0,0,1800.0,,0,0,0,0,1,,12,,,,,
Escoba ERPEN c/cabo ,Escobas,330,7795513058817,Unidad,0,0,3600.0,,0,0,0,0,1,,-1,,,,,
Esponja antihaderente MAKE,Cocina,331,7798092961752,Unidad,0,0,1300.0,,0,0,0,0,1,,19,,,,,
Esponja acero MAKE 15gr,Cocina,332,7798092964012,Unidad,0,0,700.0,,0,0,0,0,1,,25,,,,,
Virulana de acero NUVIA,Hogar,333,7798059380220,Unidad,0,0,1000.0,,0,0,0,0,1,,3,,,,,
Pala c/cabo EURO con goma ,Hogar,334,7793071000163,Unidad,0,0,4400.0,,0,0,0,0,0,,0,,,,,
Escobilla baño con base,Baño,335,7798143244131,Unidad,0,0,4900.0,,0,0,0,0,1,,1,,,,,
Plumero de microfibra,Hogar,337,7791625008474,Unidad,0,0,5000.0,,0,0,1,0,1,,5,,,,,
Alguicida WATER DAY,Pileta,338,2509171713187,Litro,0,0,6000.0,,0,0,1,0,1,,-4,,,,,
Clarificante WATER DAY,Pileta,339,2509171714580,Litro ,0,0,6000.0,,0,0,1,0,1,,-2,,,,,
Boya pileta ,Pileta,340,2510081858233,Unidad,4500,66.6667,7500.0,,0,0,1,0,1,,0,,,,,
Pala c/cabo sin goma EURO,Hogar,341,7793071000118,Unidad,1800,100,3600.0,,0,0,1,0,1,,2,,,,,
Papel Higienico HIGIENOL 4x50mt,Baño,342,7790250015864,Unidad,0,0,3700.0,,0,0,1,0,0,,0,,,,,
Servilleta clasica SUSSEX 80 un,Cocina,343,7790250057765,Unidad,0,0,1900.0,,0,0,1,0,1,,3,,,,,
Rollo cocina ELEGANTE 200 paños,Cocina,344,7793344009206,Unidad,0,0,3000.0,,0,0,1,0,1,,5,,,,,
Trapo de piso Rayado FIBRAN,Hogar,345,7798136920967,Unidad,0,0,1900.0,,0,0,1,0,1,,6,,,,,
Balde 13 Lts ,Hogar,346,7793071001825,Unidad,0,0,3500.0,,0,0,1,0,1,,8,,,,,
Pala c/ cabo NUVIA,Hogar,347,7798065720102,Unidad,0,0,2600.0,,0,0,1,0,1,,1,,,,,
Barre hojas HARAGAN,Hogar,348,7796753000109,Unidad,0,0,1600.0,,0,0,1,0,1,,0,,,,,
Cepillo para zapatos MAKE,Hogar,349,7798092964760,Unidad,0,0,5000.0,,0,0,1,0,1,,1,,,,,
Paño microfibra (pack x 3) ,Hogar,350,7798024459302,Unidad,0,0,4400.0,,0,0,1,0,1,,7,,,,,
Trapo de piso LA PONDEROSA Clasico ,Hogar,351,7790927812673,Unidad,0,0,2000.0,,0,0,1,0,1,,8,,,,,
Trapo de piso MEDIA NARANJA Ref G,Hogar,352,7790927812918,Unidad,0,0,2500.0,,0,0,1,0,1,,9,,,,,
Rollo cocina SUSSEX 3x50 ,Cocina,353,7790250057055,Unidad,0,0,2200.0,,0,0,1,0,1,,2,,,,,
Chaw Sarro ,Virales,354,781718645973,Unidad,0,0,2000.0,,0,0,1,0,1,,104,,,,,
Pastillas Mata mosquitos RAID,Hogar,355,7790520995377,Unidad,0,0,4000.0,,0,0,1,0,1,,-6,,,,,
Cepillo a vapor quita pelos,Hogar,356,6918031630186,Unidad,0,0,6000.0,,0,0,1,0,1,,11,,,,,
Suavizante Tipo Downy,Ropa,357,2511191715584,Litro ,0,0,1000.0,,0,0,0,0,1,,47,,,,,
Lava llantas profesional,Auto,358,7798143241055,Unidad,0,0,9000.0,,0,0,1,0,1,,2,,,,,
Limpia vidrio Extensible ,Hogar,359,7798143241048,Unidad,0,0,9000.0,,0,0,1,0,1,,2,,,,,
Escobillon Pucara MAPUCHE c/cabo ,Escobas,360,7798143242151,Unidad,0,0,3800.0,,0,0,1,0,1,,6,,,,,
Limpia vidrio eco 30 cm ,Hogar,361,7798065720423,Unidad,0,0,3200.0,,0,0,1,0,1,,1,,,,,
Trapo de piso microfibra,Hogar,362,7798024452495,Unidad,0,0,4400.0,,0,0,1,0,1,,7,,,,,
Pastilla limpa lavarropa | Washing Machine Cleaner,Virales,363,E003LJXWM8,Unidad,0,0,2500.0,,0,0,0,0,1,,-60,,,,,
Esponja Magica Dawson,Virales,364,2511281725080,Unidad,0,0,2000.0,,0,0,1,0,1,,63,,,,,
Espirales Mosquitos Country RAID (Morado) ,Hogar,365,7790520029096,Unidad,0,0,3500.0,,0,0,1,0,1,,3,,,,,
Rollo cocina ELEGANTE 3x100 ,Cocina,366,,Unidad,0,0,3800.0,,0,0,1,0,1,,5,,,,,
Tableta mata mosquitos FUYI x24,,367,7790520025845,Unidad,0,0,5500.0,,0,0,1,0,0,,0,,,,,
Papel Higienico ELEGANTE 4x30mts ,Hogar,368,7793344904143,Unidad,0,0,2000.0,,0,0,1,0,1,,6,,,,,
Esponja Magica EsfreBom ,Virales,369,7896001045712,Unidad,0,0,3000.0,,0,0,1,0,1,,20,,,,,
Mata yuyo ,Venenos,370,2512092024126,Unidad,0,0,7000.0,,0,0,1,0,1,,4,,,,,
Pastillas Cloro 50gr c/u ,Hogar,371,2512101803094,Unidad,0,0,1500.0,,0,0,0,0,1,,30,,,,,
Secador doble goma MAPUCHE 35cm,Secadores,372,7798143246043,Unidad,0,0,3500.0,,0,0,1,0,1,,3,,,,,
Secador doble goma MAPUCHE 42cm ,Secadores,373,7798143246036,Unidad,0,0,4500.0,,0,0,1,0,1,,3,,,,,
Pack 20 bolsas 50x70 ,Hogar,374,7794459002847,Unidad,0,0,1800.0,,0,0,1,0,1,,19,,,,,
Pack 20 bolsa 45x60 ,Hogar,375,7794459002823,Unidad,0,0,1500.0,,0,0,1,0,1,,28,,,,,
